"year","period","periodName","value","state","quarter","HPI","annual"
1976,"M12","December","8.7","AK",4,"75.64","1"
1977,"M12","December","10.8","AK",4,"81.4","1"
1978,"M12","December","10.1","AK",4,"88.6","1"
1979,"M12","December","9.3","AK",4,"96.69","1"
1980,"M12","December","9.6","AK",4,"94.48","1"
1981,"M12","December","9.9","AK",4,"130.11","1"
1982,"M12","December","10.3","AK",4,"141.58","1"
1983,"M12","December","10.1","AK",4,"147.31","1"
1984,"M12","December","9.3","AK",4,"153.82","1"
1985,"M12","December","10.1","AK",4,"143.07","1"
1986,"M12","December","11.0","AK",4,"138.24","1"
1987,"M12","December","9.5","AK",4,"106.02","1"
1988,"M12","December","8.0","AK",4,"133.16","1"
1989,"M12","December","7.1","AK",4,"102.92","1"
1990,"M12","December","7.5","AK",4,"120.33","1"
1991,"M12","December","9.5","AK",4,"132.41","1"
1992,"M12","December","8.3","AK",4,"136.92","1"
1993,"M12","December","7.6","AK",4,"140.23","1"
1994,"M12","December","7.5","AK",4,"145.6","1"
1995,"M12","December","7.9","AK",4,"152.41","1"
1996,"M12","December","7.8","AK",4,"160.09","1"
1997,"M12","December","6.7","AK",4,"164.37","1"
1998,"M12","December","6.5","AK",4,"168.25","1"
1999,"M12","December","6.4","AK",4,"173.52","1"
2000,"M12","December","6.5","AK",4,"177.18","1"
2001,"M12","December","6.8","AK",4,"186.97","1"
2002,"M12","December","7.7","AK",4,"196.15","1"
2003,"M12","December","8.0","AK",4,"213.08","1"
2004,"M12","December","7.3","AK",4,"233.32","1"
2005,"M12","December","7.1","AK",4,"264.88","1"
2006,"M12","December","6.6","AK",4,"282.6","1"
2007,"M12","December","6.5","AK",4,"287.68","1"
2008,"M12","December","7.0","AK",4,"287.09","1"
2009,"M12","December","8.0","AK",4,"285.12","1"
2010,"M12","December","8.0","AK",4,"285.43","1"
2011,"M12","December","7.8","AK",4,"287.73","1"
2012,"M12","December","7.2","AK",4,"290.18","1"
2013,"M12","December","7.0","AK",4,"298.49","1"
2014,"M12","December","6.6","AK",4,"305.03","1"
2015,"M12","December","6.8","AK",4,"315.81","1"
2016,"M12","December","7.1","AK",4,"318.98","1"
2017,"M12","December","7.0","AK",4,"327.21","1"
2018,"M12","December","6.3","AK",4,"327.22","1"
2019,"M12","December","6.1","AK",4,"339.36","1"
1976,"M12","December","6.6","AL",4,"79.62","1"
1977,"M12","December","6.0","AL",4,"89.25","1"
1978,"M12","December","6.5","AL",4,"96.3","1"
1979,"M12","December","6.7","AL",4,"108.47","1"
1980,"M12","December","9.0","AL",4,"109.03","1"
1981,"M12","December","11.8","AL",4,"107.04","1"
1982,"M12","December","15.3","AL",4,"115.42","1"
1983,"M12","December","11.8","AL",4,"113.84","1"
1984,"M12","December","10.1","AL",4,"121.52","1"
1985,"M12","December","8.7","AL",4,"128.51","1"
1986,"M12","December","9.0","AL",4,"136.02","1"
1987,"M12","December","7.0","AL",4,"138.25","1"
1988,"M12","December","7.1","AL",4,"141.45","1"
1989,"M12","December","6.2","AL",4,"146.75","1"
1990,"M12","December","6.6","AL",4,"147.61","1"
1991,"M12","December","7.1","AL",4,"154.38","1"
1992,"M12","December","7.1","AL",4,"160.07","1"
1993,"M12","December","6.2","AL",4,"167.25","1"
1994,"M12","December","5.3","AL",4,"171.25","1"
1995,"M12","December","5.0","AL",4,"180.35","1"
1996,"M12","December","4.7","AL",4,"186.11","1"
1997,"M12","December","4.0","AL",4,"194.86","1"
1998,"M12","December","4.1","AL",4,"204.3","1"
1999,"M12","December","4.4","AL",4,"207.74","1"
2000,"M12","December","4.2","AL",4,"214.65","1"
2001,"M12","December","5.8","AL",4,"225.97","1"
2002,"M12","December","5.7","AL",4,"233.58","1"
2003,"M12","December","5.7","AL",4,"241.22","1"
2004,"M12","December","4.9","AL",4,"253.3","1"
2005,"M12","December","3.9","AL",4,"273.66","1"
2006,"M12","December","3.7","AL",4,"293.81","1"
2007,"M12","December","4.3","AL",4,"302.95","1"
2008,"M12","December","7.6","AL",4,"302.91","1"
2009,"M12","December","11.4","AL",4,"293.6","1"
2010,"M12","December","9.8","AL",4,"286.59","1"
2011,"M12","December","7.9","AL",4,"279.65","1"
2012,"M12","December","7.2","AL",4,"277.24","1"
2013,"M12","December","6.8","AL",4,"273.27","1"
2014,"M12","December","5.8","AL",4,"280.8","1"
2015,"M12","December","5.8","AL",4,"288.68","1"
2016,"M12","December","5.4","AL",4,"297.16","1"
2017,"M12","December","3.7","AL",4,"308.34","1"
2018,"M12","December","3.5","AL",4,"321.36","1"
2019,"M12","December","2.5","AL",4,"342.13","1"
1976,"M12","December","6.4","AR",4,"72.38","1"
1977,"M12","December","6.1","AR",4,"81.52","1"
1978,"M12","December","6.3","AR",4,"86.18","1"
1979,"M12","December","5.8","AR",4,"101.99","1"
1980,"M12","December","8.0","AR",4,"108.95","1"
1981,"M12","December","9.2","AR",4,"102.88","1"
1982,"M12","December","10.2","AR",4,"109.11","1"
1983,"M12","December","9.1","AR",4,"119.08","1"
1984,"M12","December","8.3","AR",4,"121.41","1"
1985,"M12","December","8.6","AR",4,"124.84","1"
1986,"M12","December","8.3","AR",4,"128.73","1"
1987,"M12","December","7.6","AR",4,"124.5","1"
1988,"M12","December","7.1","AR",4,"126.68","1"
1989,"M12","December","6.6","AR",4,"127.6","1"
1990,"M12","December","7.2","AR",4,"128.74","1"
1991,"M12","December","7.4","AR",4,"134.13","1"
1992,"M12","December","6.5","AR",4,"137.59","1"
1993,"M12","December","5.6","AR",4,"145.25","1"
1994,"M12","December","4.7","AR",4,"152.54","1"
1995,"M12","December","4.8","AR",4,"159.89","1"
1996,"M12","December","5.2","AR",4,"164.36","1"
1997,"M12","December","5.1","AR",4,"170.3","1"
1998,"M12","December","4.8","AR",4,"177","1"
1999,"M12","December","4.3","AR",4,"179.18","1"
2000,"M12","December","4.1","AR",4,"185.45","1"
2001,"M12","December","5.3","AR",4,"195.1","1"
2002,"M12","December","5.4","AR",4,"202.4","1"
2003,"M12","December","5.6","AR",4,"210.79","1"
2004,"M12","December","5.4","AR",4,"224.53","1"
2005,"M12","December","4.9","AR",4,"241.2","1"
2006,"M12","December","5.0","AR",4,"253.1","1"
2007,"M12","December","5.2","AR",4,"257.79","1"
2008,"M12","December","6.6","AR",4,"254.97","1"
2009,"M12","December","8.1","AR",4,"248.93","1"
2010,"M12","December","8.2","AR",4,"245.65","1"
2011,"M12","December","7.8","AR",4,"243.52","1"
2012,"M12","December","7.4","AR",4,"245.57","1"
2013,"M12","December","6.7","AR",4,"246.69","1"
2014,"M12","December","5.5","AR",4,"253.16","1"
2015,"M12","December","4.2","AR",4,"259.63","1"
2016,"M12","December","3.6","AR",4,"267.12","1"
2017,"M12","December","3.6","AR",4,"277.42","1"
2018,"M12","December","3.5","AR",4,"288.17","1"
2019,"M12","December","3.4","AR",4,"300.81","1"
1976,"M12","December","8.8","AZ",4,"60.86","1"
1977,"M12","December","6.2","AZ",4,"69.61","1"
1978,"M12","December","5.1","AZ",4,"82.81","1"
1979,"M12","December","4.6","AZ",4,"98.91","1"
1980,"M12","December","5.4","AZ",4,"107.33","1"
1981,"M12","December","7.0","AZ",4,"110.12","1"
1982,"M12","December","11.2","AZ",4,"109.61","1"
1983,"M12","December","5.4","AZ",4,"113.39","1"
1984,"M12","December","5.3","AZ",4,"122.13","1"
1985,"M12","December","5.9","AZ",4,"128.74","1"
1986,"M12","December","6.5","AZ",4,"133.14","1"
1987,"M12","December","5.7","AZ",4,"133.34","1"
1988,"M12","December","5.7","AZ",4,"134.41","1"
1989,"M12","December","4.5","AZ",4,"133.65","1"
1990,"M12","December","4.8","AZ",4,"132.55","1"
1991,"M12","December","6.8","AZ",4,"139.04","1"
1992,"M12","December","6.7","AZ",4,"141.17","1"
1993,"M12","December","5.6","AZ",4,"145.93","1"
1994,"M12","December","5.1","AZ",4,"153.42","1"
1995,"M12","December","4.9","AZ",4,"163.18","1"
1996,"M12","December","5.0","AZ",4,"169.37","1"
1997,"M12","December","3.9","AZ",4,"177.88","1"
1998,"M12","December","4.0","AZ",4,"186.52","1"
1999,"M12","December","3.7","AZ",4,"195.48","1"
2000,"M12","December","3.5","AZ",4,"208.02","1"
2001,"M12","December","5.3","AZ",4,"221.33","1"
2002,"M12","December","5.7","AZ",4,"233.9","1"
2003,"M12","December","4.9","AZ",4,"251.04","1"
2004,"M12","December","4.4","AZ",4,"291.47","1"
2005,"M12","December","4.2","AZ",4,"395.58","1"
2006,"M12","December","3.6","AZ",4,"426.21","1"
2007,"M12","December","4.2","AZ",4,"404.39","1"
2008,"M12","December","7.8","AZ",4,"329.24","1"
2009,"M12","December","10.6","AZ",4,"280.24","1"
2010,"M12","December","9.6","AZ",4,"255.6","1"
2011,"M12","December","8.5","AZ",4,"236.8","1"
2012,"M12","December","7.7","AZ",4,"255.59","1"
2013,"M12","December","7.0","AZ",4,"290.81","1"
2014,"M12","December","6.1","AZ",4,"309.72","1"
2015,"M12","December","5.4","AZ",4,"330.43","1"
2016,"M12","December","4.8","AZ",4,"352.56","1"
2017,"M12","December","4.5","AZ",4,"380.82","1"
2018,"M12","December","4.7","AZ",4,"412.29","1"
2019,"M12","December","4.2","AZ",4,"439.79","1"
1976,"M12","December","9.1","CA",4,"55.47","1"
1977,"M12","December","7.1","CA",4,"70.61","1"
1978,"M12","December","6.4","CA",4,"81.62","1"
1979,"M12","December","5.8","CA",4,"96.35","1"
1980,"M12","December","6.5","CA",4,"108.41","1"
1981,"M12","December","8.2","CA",4,"117.77","1"
1982,"M12","December","10.8","CA",4,"116.93","1"
1983,"M12","December","8.2","CA",4,"117.94","1"
1984,"M12","December","7.1","CA",4,"122.88","1"
1985,"M12","December","6.5","CA",4,"130.67","1"
1986,"M12","December","6.0","CA",4,"141.15","1"
1987,"M12","December","5.0","CA",4,"157.31","1"
1988,"M12","December","4.8","CA",4,"187.65","1"
1989,"M12","December","4.9","CA",4,"224.85","1"
1990,"M12","December","6.6","CA",4,"228.75","1"
1991,"M12","December","8.0","CA",4,"228.82","1"
1992,"M12","December","9.5","CA",4,"222.71","1"
1993,"M12","December","8.7","CA",4,"214.21","1"
1994,"M12","December","7.3","CA",4,"200.93","1"
1995,"M12","December","7.3","CA",4,"203.57","1"
1996,"M12","December","6.5","CA",4,"201.58","1"
1997,"M12","December","5.8","CA",4,"212.24","1"
1998,"M12","December","5.4","CA",4,"231.65","1"
1999,"M12","December","4.7","CA",4,"249.92","1"
2000,"M12","December","4.4","CA",4,"285.32","1"
2001,"M12","December","6.1","CA",4,"316.19","1"
2002,"M12","December","6.7","CA",4,"358.46","1"
2003,"M12","December","6.2","CA",4,"410.96","1"
2004,"M12","December","5.7","CA",4,"515.57","1"
2005,"M12","December","4.9","CA",4,"624.33","1"
2006,"M12","December","4.7","CA",4,"641.3","1"
2007,"M12","December","5.9","CA",4,"574.33","1"
2008,"M12","December","9.0","CA",4,"443.81","1"
2009,"M12","December","11.8","CA",4,"411.66","1"
2010,"M12","December","12.1","CA",4,"404.97","1"
2011,"M12","December","11.0","CA",4,"384.4","1"
2012,"M12","December","9.6","CA",4,"396.99","1"
2013,"M12","December","8.0","CA",4,"463.23","1"
2014,"M12","December","6.6","CA",4,"501.58","1"
2015,"M12","December","5.6","CA",4,"539.46","1"
2016,"M12","December","5.1","CA",4,"575.39","1"
2017,"M12","December","4.3","CA",4,"619.16","1"
2018,"M12","December","4.2","CA",4,"653.24","1"
2019,"M12","December","3.7","CA",4,"675.77","1"
1976,"M12","December","6.1","CO",4,"62.01","1"
1977,"M12","December","5.7","CO",4,"73.17","1"
1978,"M12","December","4.7","CO",4,"87.92","1"
1979,"M12","December","4.5","CO",4,"99.65","1"
1980,"M12","December","5.8","CO",4,"106.82","1"
1981,"M12","December","5.7","CO",4,"114.91","1"
1982,"M12","December","8.3","CO",4,"126.91","1"
1983,"M12","December","5.5","CO",4,"122.07","1"
1984,"M12","December","5.5","CO",4,"124.23","1"
1985,"M12","December","6.3","CO",4,"124.83","1"
1986,"M12","December","8.2","CO",4,"128.52","1"
1987,"M12","December","6.9","CO",4,"124.82","1"
1988,"M12","December","5.7","CO",4,"123.59","1"
1989,"M12","December","5.5","CO",4,"126.91","1"
1990,"M12","December","4.9","CO",4,"129.56","1"
1991,"M12","December","5.5","CO",4,"136.05","1"
1992,"M12","December","6.0","CO",4,"146.98","1"
1993,"M12","December","4.4","CO",4,"161.58","1"
1994,"M12","December","3.4","CO",4,"179.55","1"
1995,"M12","December","3.9","CO",4,"193.53","1"
1996,"M12","December","3.6","CO",4,"203.65","1"
1997,"M12","December","3.2","CO",4,"215.35","1"
1998,"M12","December","3.1","CO",4,"227.86","1"
1999,"M12","December","2.7","CO",4,"251.27","1"
2000,"M12","December","2.5","CO",4,"280.43","1"
2001,"M12","December","5.1","CO",4,"302.12","1"
2002,"M12","December","5.6","CO",4,"315.38","1"
2003,"M12","December","5.7","CO",4,"322.74","1"
2004,"M12","December","5.2","CO",4,"335.44","1"
2005,"M12","December","4.7","CO",4,"352.43","1"
2006,"M12","December","3.7","CO",4,"360.19","1"
2007,"M12","December","4.0","CO",4,"360.49","1"
2008,"M12","December","5.6","CO",4,"353.98","1"
2009,"M12","December","8.0","CO",4,"345.26","1"
2010,"M12","December","8.8","CO",4,"340.28","1"
2011,"M12","December","8.1","CO",4,"332.09","1"
2012,"M12","December","7.3","CO",4,"339.69","1"
2013,"M12","December","5.9","CO",4,"364.09","1"
2014,"M12","December","4.1","CO",4,"396.64","1"
2015,"M12","December","3.4","CO",4,"442.9","1"
2016,"M12","December","2.7","CO",4,"486.81","1"
2017,"M12","December","2.8","CO",4,"530.23","1"
2018,"M12","December","3.2","CO",4,"570.27","1"
2019,"M12","December","2.4","CO",4,"598.07","1"
1976,"M12","December","7.8","CT",4,"68.05","1"
1977,"M12","December","5.5","CT",4,"72.19","1"
1978,"M12","December","4.9","CT",4,"88.21","1"
1979,"M12","December","4.6","CT",4,"101.53","1"
1980,"M12","December","5.7","CT",4,"104.91","1"
1981,"M12","December","6.2","CT",4,"112.06","1"
1982,"M12","December","6.7","CT",4,"112.46","1"
1983,"M12","December","4.7","CT",4,"125.83","1"
1984,"M12","December","4.4","CT",4,"141.62","1"
1985,"M12","December","3.7","CT",4,"168.38","1"
1986,"M12","December","3.4","CT",4,"212.25","1"
1987,"M12","December","2.6","CT",4,"257.11","1"
1988,"M12","December","2.6","CT",4,"265.5","1"
1989,"M12","December","4.3","CT",4,"260.83","1"
1990,"M12","December","5.1","CT",4,"239.92","1"
1991,"M12","December","7.1","CT",4,"235.69","1"
1992,"M12","December","7.3","CT",4,"232.7","1"
1993,"M12","December","5.2","CT",4,"230.33","1"
1994,"M12","December","5.1","CT",4,"217.65","1"
1995,"M12","December","4.8","CT",4,"224.65","1"
1996,"M12","December","5.3","CT",4,"222.95","1"
1997,"M12","December","3.5","CT",4,"230.08","1"
1998,"M12","December","2.4","CT",4,"242.32","1"
1999,"M12","December","2.3","CT",4,"256.42","1"
2000,"M12","December","1.8","CT",4,"277.89","1"
2001,"M12","December","2.8","CT",4,"303.21","1"
2002,"M12","December","4.7","CT",4,"334.11","1"
2003,"M12","December","4.6","CT",4,"364.96","1"
2004,"M12","December","4.2","CT",4,"410.61","1"
2005,"M12","December","4.0","CT",4,"456.22","1"
2006,"M12","December","3.7","CT",4,"467.42","1"
2007,"M12","December","4.4","CT",4,"462.45","1"
2008,"M12","December","6.1","CT",4,"433.47","1"
2009,"M12","December","8.3","CT",4,"410.67","1"
2010,"M12","December","8.7","CT",4,"406.45","1"
2011,"M12","December","7.7","CT",4,"392.91","1"
2012,"M12","December","7.6","CT",4,"384.76","1"
2013,"M12","December","6.7","CT",4,"377.95","1"
2014,"M12","December","5.6","CT",4,"382.44","1"
2015,"M12","December","5.0","CT",4,"385.7","1"
2016,"M12","December","4.3","CT",4,"392.39","1"
2017,"M12","December","4.0","CT",4,"395.97","1"
2018,"M12","December","3.4","CT",4,"399.46","1"
2019,"M12","December","3.2","CT",4,"414.79","1"
1976,"M12","December","9.0","DE",4,"84.6","1"
1977,"M12","December","6.8","DE",4,"83.22","1"
1978,"M12","December","6.5","DE",4,"83.67","1"
1979,"M12","December","6.5","DE",4,"96.79","1"
1980,"M12","December","7.0","DE",4,"107.48","1"
1981,"M12","December","7.8","DE",4,"106.53","1"
1982,"M12","December","7.4","DE",4,"116.92","1"
1983,"M12","December","6.3","DE",4,"128.42","1"
1984,"M12","December","5.2","DE",4,"134.25","1"
1985,"M12","December","3.8","DE",4,"146.36","1"
1986,"M12","December","2.6","DE",4,"165.54","1"
1987,"M12","December","2.6","DE",4,"188.47","1"
1988,"M12","December","2.7","DE",4,"207.61","1"
1989,"M12","December","3.2","DE",4,"224.35","1"
1990,"M12","December","6.3","DE",4,"224.82","1"
1991,"M12","December","5.1","DE",4,"232.14","1"
1992,"M12","December","4.4","DE",4,"233.85","1"
1993,"M12","December","4.9","DE",4,"233.78","1"
1994,"M12","December","3.6","DE",4,"226.92","1"
1995,"M12","December","4.4","DE",4,"232.13","1"
1996,"M12","December","4.6","DE",4,"235.58","1"
1997,"M12","December","3.2","DE",4,"239.74","1"
1998,"M12","December","2.8","DE",4,"246.66","1"
1999,"M12","December","3.1","DE",4,"257.69","1"
2000,"M12","December","3.5","DE",4,"275.19","1"
2001,"M12","December","3.3","DE",4,"295.4","1"
2002,"M12","December","3.6","DE",4,"321.23","1"
2003,"M12","December","3.5","DE",4,"353.23","1"
2004,"M12","December","3.6","DE",4,"407.08","1"
2005,"M12","December","3.8","DE",4,"465.44","1"
2006,"M12","December","2.9","DE",4,"497.28","1"
2007,"M12","December","3.4","DE",4,"497.09","1"
2008,"M12","December","6.3","DE",4,"470.13","1"
2009,"M12","December","8.4","DE",4,"443.54","1"
2010,"M12","December","7.6","DE",4,"432.15","1"
2011,"M12","December","6.7","DE",4,"410.47","1"
2012,"M12","December","6.8","DE",4,"404.57","1"
2013,"M12","December","5.7","DE",4,"409.55","1"
2014,"M12","December","4.6","DE",4,"415.8","1"
2015,"M12","December","4.2","DE",4,"427.14","1"
2016,"M12","December","4.1","DE",4,"440.6","1"
2017,"M12","December","3.8","DE",4,"447.88","1"
2018,"M12","December","3.1","DE",4,"463.7","1"
2019,"M12","December","3.5","DE",4,"486.42","1"
1976,"M12","December","8.7","FL",4,"70.96","1"
1977,"M12","December","6.6","FL",4,"75.25","1"
1978,"M12","December","6.2","FL",4,"85.14","1"
1979,"M12","December","5.0","FL",4,"98.09","1"
1980,"M12","December","5.8","FL",4,"109.09","1"
1981,"M12","December","7.2","FL",4,"114.59","1"
1982,"M12","December","9.1","FL",4,"122.95","1"
1983,"M12","December","6.8","FL",4,"125.45","1"
1984,"M12","December","5.8","FL",4,"127.05","1"
1985,"M12","December","5.3","FL",4,"130.61","1"
1986,"M12","December","5.2","FL",4,"136.47","1"
1987,"M12","December","4.7","FL",4,"140.38","1"
1988,"M12","December","4.9","FL",4,"147.13","1"
1989,"M12","December","5.3","FL",4,"152.91","1"
1990,"M12","December","6.4","FL",4,"153.35","1"
1991,"M12","December","7.9","FL",4,"158.05","1"
1992,"M12","December","7.2","FL",4,"161.36","1"
1993,"M12","December","6.4","FL",4,"166.23","1"
1994,"M12","December","5.2","FL",4,"164.97","1"
1995,"M12","December","5.1","FL",4,"172.35","1"
1996,"M12","December","4.6","FL",4,"174.53","1"
1997,"M12","December","4.2","FL",4,"182.08","1"
1998,"M12","December","3.6","FL",4,"190.75","1"
1999,"M12","December","3.3","FL",4,"198.12","1"
2000,"M12","December","3.3","FL",4,"214.4","1"
2001,"M12","December","5.8","FL",4,"236.89","1"
2002,"M12","December","5.2","FL",4,"261.87","1"
2003,"M12","December","4.5","FL",4,"293.51","1"
2004,"M12","December","4.2","FL",4,"351.74","1"
2005,"M12","December","3.0","FL",4,"448.25","1"
2006,"M12","December","3.2","FL",4,"482.55","1"
2007,"M12","December","4.7","FL",4,"444.69","1"
2008,"M12","December","8.1","FL",4,"346.66","1"
2009,"M12","December","11.1","FL",4,"307.12","1"
2010,"M12","December","10.7","FL",4,"290.76","1"
2011,"M12","December","9.0","FL",4,"273.76","1"
2012,"M12","December","7.8","FL",4,"276.49","1"
2013,"M12","December","6.3","FL",4,"304.84","1"
2014,"M12","December","5.6","FL",4,"330.41","1"
2015,"M12","December","4.9","FL",4,"362.24","1"
2016,"M12","December","4.5","FL",4,"395.64","1"
2017,"M12","December","3.8","FL",4,"429.83","1"
2018,"M12","December","3.4","FL",4,"459.12","1"
2019,"M12","December","2.5","FL",4,"488.05","1"
1976,"M12","December","7.9","GA",4,"78.49","1"
1977,"M12","December","5.2","GA",4,"78.56","1"
1978,"M12","December","5.4","GA",4,"86.27","1"
1979,"M12","December","4.7","GA",4,"95.78","1"
1980,"M12","December","5.1","GA",4,"102.89","1"
1981,"M12","December","6.9","GA",4,"112.49","1"
1982,"M12","December","8.6","GA",4,"116.42","1"
1983,"M12","December","6.4","GA",4,"120.78","1"
1984,"M12","December","5.8","GA",4,"129.18","1"
1985,"M12","December","5.4","GA",4,"137.81","1"
1986,"M12","December","5.2","GA",4,"146.03","1"
1987,"M12","December","5.3","GA",4,"152.54","1"
1988,"M12","December","5.1","GA",4,"156.68","1"
1989,"M12","December","4.9","GA",4,"161.51","1"
1990,"M12","December","5.6","GA",4,"159.48","1"
1991,"M12","December","4.6","GA",4,"163.02","1"
1992,"M12","December","6.3","GA",4,"167.93","1"
1993,"M12","December","5.2","GA",4,"172.54","1"
1994,"M12","December","4.0","GA",4,"175.44","1"
1995,"M12","December","4.4","GA",4,"184.92","1"
1996,"M12","December","4.7","GA",4,"191.33","1"
1997,"M12","December","4.1","GA",4,"201.96","1"
1998,"M12","December","3.7","GA",4,"214.4","1"
1999,"M12","December","3.5","GA",4,"227.18","1"
2000,"M12","December","3.0","GA",4,"241.59","1"
2001,"M12","December","4.7","GA",4,"258","1"
2002,"M12","December","4.9","GA",4,"269.54","1"
2003,"M12","December","4.0","GA",4,"278.67","1"
2004,"M12","December","5.1","GA",4,"292.79","1"
2005,"M12","December","4.9","GA",4,"309.54","1"
2006,"M12","December","4.3","GA",4,"323.05","1"
2007,"M12","December","5.0","GA",4,"326.83","1"
2008,"M12","December","8.1","GA",4,"312.18","1"
2009,"M12","December","10.4","GA",4,"291.95","1"
2010,"M12","December","10.6","GA",4,"279.15","1"
2011,"M12","December","9.7","GA",4,"258.48","1"
2012,"M12","December","8.7","GA",4,"253.67","1"
2013,"M12","December","7.4","GA",4,"266.94","1"
2014,"M12","December","6.2","GA",4,"284.57","1"
2015,"M12","December","5.4","GA",4,"302.52","1"
2016,"M12","December","5.1","GA",4,"322.25","1"
2017,"M12","December","4.2","GA",4,"343.31","1"
2018,"M12","December","3.8","GA",4,"369.96","1"
2019,"M12","December","2.9","GA",4,"393.91","1"
1976,"M12","December","7.6","HI",4,"56.36","1"
1977,"M12","December","7.4","HI",4,"62.49","1"
1978,"M12","December","6.0","HI",4,"74.96","1"
1979,"M12","December","4.8","HI",4,"92.99","1"
1980,"M12","December","4.7","HI",4,"108.08","1"
1981,"M12","December","5.3","HI",4,"49.9","1"
1982,"M12","December","5.9","HI",4,"86.76","1"
1983,"M12","December","5.3","HI",4,"106.21","1"
1984,"M12","December","5.3","HI",4,"109.3","1"
1985,"M12","December","4.7","HI",4,"117.95","1"
1986,"M12","December","3.5","HI",4,"124.08","1"
1987,"M12","December","2.8","HI",4,"135.87","1"
1988,"M12","December","2.6","HI",4,"166.97","1"
1989,"M12","December","2.1","HI",4,"203.56","1"
1990,"M12","December","1.9","HI",4,"252.19","1"
1991,"M12","December","2.9","HI",4,"264.36","1"
1992,"M12","December","4.3","HI",4,"265.82","1"
1993,"M12","December","4.2","HI",4,"266.75","1"
1994,"M12","December","4.7","HI",4,"260.25","1"
1995,"M12","December","5.4","HI",4,"263.01","1"
1996,"M12","December","5.7","HI",4,"240.03","1"
1997,"M12","December","5.6","HI",4,"229.54","1"
1998,"M12","December","5.5","HI",4,"231.82","1"
1999,"M12","December","4.4","HI",4,"224.68","1"
2000,"M12","December","3.6","HI",4,"239.46","1"
2001,"M12","December","4.9","HI",4,"259.05","1"
2002,"M12","December","3.2","HI",4,"280.84","1"
2003,"M12","December","3.6","HI",4,"321.5","1"
2004,"M12","December","2.8","HI",4,"404.3","1"
2005,"M12","December","2.3","HI",4,"502.49","1"
2006,"M12","December","1.9","HI",4,"533.55","1"
2007,"M12","December","2.9","HI",4,"536.72","1"
2008,"M12","December","5.6","HI",4,"495.95","1"
2009,"M12","December","6.8","HI",4,"452.2","1"
2010,"M12","December","6.4","HI",4,"451.45","1"
2011,"M12","December","6.4","HI",4,"444.91","1"
2012,"M12","December","4.8","HI",4,"455.18","1"
2013,"M12","December","4.4","HI",4,"490.99","1"
2014,"M12","December","3.7","HI",4,"520.06","1"
2015,"M12","December","2.8","HI",4,"549.51","1"
2016,"M12","December","2.4","HI",4,"584.9","1"
2017,"M12","December","2.0","HI",4,"612.81","1"
2018,"M12","December","2.4","HI",4,"638.06","1"
2019,"M12","December","2.2","HI",4,"663.48","1"
1976,"M12","December","4.1","IA",4,"71.39","1"
1977,"M12","December","3.8","IA",4,"83.62","1"
1978,"M12","December","4.3","IA",4,"95.65","1"
1979,"M12","December","4.7","IA",4,"101.9","1"
1980,"M12","December","6.2","IA",4,"97.69","1"
1981,"M12","December","7.7","IA",4,"102.72","1"
1982,"M12","December","9.1","IA",4,"94.45","1"
1983,"M12","December","7.2","IA",4,"98.52","1"
1984,"M12","December","7.4","IA",4,"101.08","1"
1985,"M12","December","7.3","IA",4,"102.13","1"
1986,"M12","December","6.3","IA",4,"104.05","1"
1987,"M12","December","4.9","IA",4,"102.39","1"
1988,"M12","December","4.3","IA",4,"108.06","1"
1989,"M12","December","4.2","IA",4,"114.2","1"
1990,"M12","December","4.8","IA",4,"119.69","1"
1991,"M12","December","4.9","IA",4,"125.59","1"
1992,"M12","December","4.4","IA",4,"130.87","1"
1993,"M12","December","3.8","IA",4,"138.24","1"
1994,"M12","December","3.5","IA",4,"147.31","1"
1995,"M12","December","3.5","IA",4,"155.83","1"
1996,"M12","December","3.5","IA",4,"161.75","1"
1997,"M12","December","3.0","IA",4,"169.08","1"
1998,"M12","December","2.8","IA",4,"177.49","1"
1999,"M12","December","2.5","IA",4,"183.96","1"
2000,"M12","December","2.9","IA",4,"192.31","1"
2001,"M12","December","3.8","IA",4,"202.3","1"
2002,"M12","December","4.2","IA",4,"209.4","1"
2003,"M12","December","4.5","IA",4,"218.32","1"
2004,"M12","December","4.6","IA",4,"227.9","1"
2005,"M12","December","4.4","IA",4,"238.78","1"
2006,"M12","December","3.8","IA",4,"243.59","1"
2007,"M12","December","3.8","IA",4,"247.83","1"
2008,"M12","December","5.4","IA",4,"246.97","1"
2009,"M12","December","6.5","IA",4,"245.73","1"
2010,"M12","December","5.9","IA",4,"246.84","1"
2011,"M12","December","5.5","IA",4,"246.41","1"
2012,"M12","December","5.0","IA",4,"249.15","1"
2013,"M12","December","4.4","IA",4,"252.68","1"
2014,"M12","December","4.1","IA",4,"259.61","1"
2015,"M12","December","3.8","IA",4,"268.72","1"
2016,"M12","December","3.5","IA",4,"278.44","1"
2017,"M12","December","2.9","IA",4,"289.61","1"
2018,"M12","December","2.7","IA",4,"300.33","1"
2019,"M12","December","2.9","IA",4,"310.55","1"
1976,"M12","December","5.6","ID",4,"68.89","1"
1977,"M12","December","5.4","ID",4,"82.47","1"
1978,"M12","December","6.1","ID",4,"90.65","1"
1979,"M12","December","6.3","ID",4,"99.96","1"
1980,"M12","December","7.4","ID",4,"99.91","1"
1981,"M12","December","9.3","ID",4,"118.09","1"
1982,"M12","December","10.4","ID",4,"111.24","1"
