"year","period","periodName","value","state","quarter","annual","HPI","MHI","RMHI","poverty","population","sp500","log_pop","log_RMHI"
1996,"M12","December",4.7,"PA",4,1,213.87,34899,55796,11.6,12220464,20.26,16.318622481527,10.9294574612121
1997,"M12","December",4.2,"PA",4,1,219.51,37517,58713,11.2,12227814,31.01,16.319223750886,10.9804164463731
1998,"M12","December",4,"PA",4,1,227.33,39015,60241,11.3,12245672,26.67,16.3206831264052,11.0061084626016
1999,"M12","December",3.7,"PA",4,1,231.51,37758,57085,9.3,12263805,19.53,16.3221627992117,10.9522966641104
2000,"M12","December",3.8,"PA",4,1,242.48,42176,61671,8.6,12284173,-10.14,16.3238222438041,11.0295690831938
2001,"M12","December",5,"PA",4,1,259.35,43499,61845,9.6,12298970,-13.04,16.3250260769989,11.0323865338091
2002,"M12","December",5.6,"PA",4,1,278.23,42498,59484,9.5,12331031,-23.37,16.3276294888386,10.9934626478086
2003,"M12","December",5,"PA",4,1,299.6,42933,58759,10.5,12374658,26.38,16.3311612296735,10.9811996117631
2004,"M12","December",4.9,"PA",4,1,332.99,44106,58776,11.4,12410722,8.99,16.3340713343765,10.9814888873001
2005,"M12","December",4.4,"PA",4,1,370.66,46300,59678,11.2,12449990,3,16.3372303776618,10.9967187222518
2006,"M12","December",4,"PA",4,1,390.36,48477,60523,11.3,12510809,13.62,16.3421035486176,11.0107787370637
2007,"M12","December",4.4,"PA",4,1,395.43,48437,58805,10.4,12563937,3.53,16.3463411253015,10.9819821642851
2008,"M12","December",6.3,"PA",4,1,385.81,51402,60096,11,12612285,-38.49,16.3501818969179,11.0036985625679
2009,"M12","December",8.1,"PA",4,1,375.17,48172,56517,11.1,12666858,23.45,16.3544995341716,10.9422967568335
2010,"M12","December",7.7,"PA",4,1,374.21,48314,55763,12.2,12709630,12.78,16.3578705318056,10.9288658459957
2010,"M12","December",7.7,"PA",4,1,374.21,48314,55763,12.2,12711158,12.78,16.3579907483781,10.9288658459957
2011,"M12","December",7.4,"PA",4,1,365.3,49910,55845,12.6,12744583,0,16.3606168765439,10.9303352749749
2012,"M12","December",7.6,"PA",4,1,363.59,51904,56871,13.9,12766827,13.41,16.3623607241506,10.9485408241097
2013,"M12","December",6.1,"PA",4,1,366.25,55156,59552,11.2,12776621,29.6,16.3631275744584,10.994605159442
2014,"M12","December",4.9,"PA",4,1,374.43,55173,58579,12.5,12789101,11.39,16.3641038817961,10.9781315495634
2015,"M12","December",4.7,"PA",4,1,383.51,60389,64006,12.3,12785759,-0.73,16.3638425313904,11.0667321079476
2016,"M12","December",4.8,"PA",4,1,396.97,60979,63809,11.1,12783538,9.54,16.3636688074115,11.0636495252148
2017,"M12","December",4.3,"PA",4,1,413.31,61285,62779,10.9,12790447,19.42,16.3642091221234,11.0473759016294
2018,"M12","December",3.8,"PA",4,1,430.06,64524,64524,11.8,12807060,-6.24,16.3655071393352,11.0747925265977
1984,"M12","December",4.5,"RI",4,1,128.94,21612,49888,12.8,961894,1.4,13.7766595364666,10.8175357718575
1985,"M12","December",3.8,"RI",4,1,151.04,24625,54957,9,968955,26.33,13.7839734501661,10.9143063402536
1986,"M12","December",3.5,"RI",4,1,190.2,26540,58212,9.1,977341,14.62,13.7925908977646,10.9718467980332
1987,"M12","December",2.9,"RI",4,1,241.15,28292,59991,8.1,989604,2.03,13.8050601420894,11.0019498299531
1988,"M12","December",2.8,"RI",4,1,257.36,29842,61071,9.8,996408,12.4,13.811912091242,11.0197924007352
1989,"M12","December",4.9,"RI",4,1,267.73,30124,59066,6.7,1000666,27.25,13.8161763362847,10.9864107417396
1990,"M12","December",7,"RI",4,1,255.25,31968,59736,7.5,1005995,-6.56,13.8214876594505,10.9976901327155
1991,"M12","December",8.5,"RI",4,1,250.62,30836,55598,10.4,1010649,26.31,13.8261032567124,10.9259025083687
1992,"M12","December",7.9,"RI",4,1,247.03,30432,53538,12.4,1012581,4.46,13.828013074763,10.8881469611282
1993,"M12","December",6.9,"RI",4,1,247.48,33509,57502,11.2,1015112,7.06,13.8305095091981,10.9595750087892
1994,"M12","December",5.9,"RI",4,1,232.75,31928,53668,10.3,1015960,-1.54,13.8313445362668,10.8905721997104
1995,"M12","December",5.3,"RI",4,1,243.44,35359,58037,10.6,1017002,34.11,13.8323696415971,10.9688360171715
1996,"M12","December",4.8,"RI",4,1,239.22,36986,59133,11,1020893,20.26,13.8361882924385,10.987544423195
1997,"M12","December",4.5,"RI",4,1,247.07,34797,54456,12.7,1025353,31.01,13.8405475015098,10.9051483151278
1998,"M12","December",3.9,"RI",4,1,255.19,40686,62821,11.6,1031155,26.67,13.8461900911755,11.0480446914632
1999,"M12","December",3.6,"RI",4,1,269.66,42719,64585,10,1040402,19.53,13.8551177348923,11.0757374646661
2000,"M12","December",3.6,"RI",4,1,301.32,42197,61702,10.2,1050268,-10.14,13.8645559276612,11.030071624279
2001,"M12","December",4.3,"RI",4,1,337.06,45723,65007,9.6,1057142,-13.04,13.8710795983079,11.0822502353871
2002,"M12","December",4.8,"RI",4,1,393.27,42417,59371,11,1065995,-23.37,13.8794191932654,10.9915611706465
2003,"M12","December",4.8,"RI",4,1,459.82,44711,61192,11.5,1071342,26.38,13.8844226261867,11.0217717410017
2004,"M12","December",4.5,"RI",4,1,540.21,47935,63879,11.5,1074579,8.99,13.8874395149307,11.0647459478545
2005,"M12","December",4.7,"RI",4,1,595.52,49484,63782,12.1,1067916,3,13.8812196437237,11.0632262978648
2006,"M12","December",4.3,"RI",4,1,599.2,53736,67088,10.5,1063096,13.62,13.8766959636885,11.1137604694105
2007,"M12","December",5.6,"RI",4,1,574.09,54210,65814,9.5,1057315,3.53,13.8712432337003,11.0945878606394
2008,"M12","December",9.2,"RI",4,1,514.36,53241,62246,12.7,1055003,-38.49,13.8690541684902,11.0388495552343
2009,"M12","December",10.7,"RI",4,1,482.11,51634,60578,13,1053646,23.45,13.8677670882911,11.0116870698401
2010,"M12","December",10.8,"RI",4,1,473.26,51623,59582,14,1052886,12.78,13.8670455231471,10.9951087940154
2010,"M12","December",10.8,"RI",4,1,473.26,51623,59582,14,1053938,12.78,13.8680441828239,10.9951087940154
2011,"M12","December",10.9,"RI",4,1,450.29,49033,54864,13.4,1053536,0,13.8676626834508,10.9126126747027
2012,"M12","December",9.2,"RI",4,1,439.35,56065,61431,13.6,1054601,13.41,13.8686730543049,11.0256698727167
2013,"M12","December",8.7,"RI",4,1,435.91,56323,60812,9.3,1055122,29.6,13.869166958017,11.0155424169007
2014,"M12","December",6.3,"RI",4,1,456.63,58633,62252,11.3,1056017,11.39,13.8700148416036,11.0389459423249
2015,"M12","December",5.2,"RI",4,1,475.06,55701,59038,11.8,1056173,-0.73,13.8701625555879,10.9859365833618
2016,"M12","December",4.3,"RI",4,1,503.86,61528,64383,11.4,1057063,9.54,13.8710048657252,11.0726049020896
2017,"M12","December",4.1,"RI",4,1,534.64,65401,66995,11.3,1056486,19.42,13.870458864649,11.1123732687227
2018,"M12","December",3.5,"RI",4,1,564.77,62266,62266,8.9,1057315,-6.24,13.8712432337003,11.0391708094133
1984,"M12","December",6.5,"SC",4,1,127.54,20309,46881,17.2,3271868,1.4,15.0008716335927,10.7553677550814
1985,"M12","December",6.8,"SC",4,1,132.29,20036,44715,15.2,3303209,26.33,15.010404978181,10.7080642947803
1986,"M12","December",5.9,"SC",4,1,140.54,21968,48184,17.3,3342758,14.62,15.0223067727131,10.7827822947236
1987,"M12","December",4.9,"SC",4,1,145.43,25049,53114,15.6,3380506,2.03,15.0335359603967,10.8801958259636
1988,"M12","December",4.1,"SC",4,1,151.69,25533,52253,15.5,3412096,12.4,15.0428373231885,10.8638525844467
1989,"M12","December",4.6,"SC",4,1,158.12,23798,46662,17,3456775,27.25,15.0558466314515,10.750685407923
1990,"M12","December",5.1,"SC",4,1,161.58,28735,53695,16.2,3501155,-6.56,15.0686034720216,10.8910751662923
1991,"M12","December",6.5,"SC",4,1,168.55,27463,49516,16.4,3570404,26.31,15.0881893126192,10.8100511286517
1992,"M12","December",6.6,"SC",4,1,172.91,27578,48517,19,3620464,4.46,15.1021127523836,10.7896695309733
1993,"M12","December",6.5,"SC",4,1,177.6,26053,44707,18.7,3663314,7.06,15.1138787601727,10.7078853678938
1994,"M12","December",4.9,"SC",4,1,181.23,29846,50168,13.8,3705397,-1.54,15.1253009634685,10.8231326522229
1995,"M12","December",5.2,"SC",4,1,189.58,29071,47716,19.9,3748582,34.11,15.1368881931028,10.7730220504018
1996,"M12","December",5.6,"SC",4,1,197.53,34665,55422,13,3796200,20.26,15.149511124363,10.9227319058207
1997,"M12","December",3.4,"SC",4,1,207.29,34262,53619,13.1,3859696,31.01,15.1660989818629,10.8896587618585
1998,"M12","December",3.7,"SC",4,1,218.63,33267,51366,13.7,3919235,26.67,15.1814070396606,10.8467317539705
1999,"M12","December",3.8,"SC",4,1,228.92,36462,55125,11.7,3974682,19.53,15.1954553028704,10.9173586127491
2000,"M12","December",3.7,"SC",4,1,240.16,37570,54936,11.1,4024223,-10.14,15.2078424067212,10.9139241503005
2001,"M12","December",5.8,"SC",4,1,253.98,37736,53652,15.1,4064995,-13.04,15.217923070951,10.890274026022
2002,"M12","December",5.9,"SC",4,1,263.22,37812,52925,14.3,4107795,-23.37,15.2283969461564,10.8766310960031
2003,"M12","December",6.7,"SC",4,1,271.48,38479,52663,12.7,4150297,26.38,15.2386904559112,10.8716684006642
2004,"M12","December",6.8,"SC",4,1,287.38,38691,51560,14.9,4210921,8.99,15.2531919465786,10.8505014570531
2005,"M12","December",6.7,"SC",4,1,311.69,40230,51854,15,4270150,3,15.2671595133934,10.8561873562944
2006,"M12","December",6,"SC",4,1,334.36,39617,49461,11.2,4357847,13.62,15.2874886860228,10.8089397592293
2007,"M12","December",5.8,"SC",4,1,342.96,44213,53677,14.1,4444110,3.53,15.3070901819106,10.8907398833476
2008,"M12","December",9.1,"SC",4,1,338.08,42155,49285,14,4528996,-38.49,15.3260108393408,10.8053750540995
2009,"M12","December",11.5,"SC",4,1,324.13,41101,48221,13.7,4589872,23.45,15.3393626949376,10.783549889803
2010,"M12","December",10.8,"SC",4,1,316.57,41698,48127,16.9,4636312,12.78,15.3494297805733,10.7815986291681
2010,"M12","December",10.8,"SC",4,1,316.57,41698,48127,16.9,4635656,12.78,15.3492882787905,10.7815986291681
2011,"M12","December",9.9,"SC",4,1,306.47,40084,44850,19,4671422,0,15.3569740800834,10.7110788674869
2012,"M12","December",8.6,"SC",4,1,302.53,44401,48650,16.7,4717112,13.41,15.3667073058895,10.7924070876142
2013,"M12","December",6.3,"SC",4,1,302.92,43563,47035,19.3,4764153,29.6,15.3766303248106,10.7586472844061
2014,"M12","December",6.4,"SC",4,1,315.36,44929,47702,16.5,4823793,11.39,15.3890711060207,10.7727286047186
2015,"M12","December",5.5,"SC",4,1,332.07,46360,49137,14.3,4892253,-0.73,15.403163491541,10.8023675941505
2016,"M12","December",4.6,"SC",4,1,350.14,54336,56858,14.1,4958235,9.54,15.4165603885984,10.9483122104745
2017,"M12","December",4.1,"SC",4,1,371.53,54537,55866,15.2,5021219,19.42,15.4291832908751,10.9307112451166
2018,"M12","December",3.5,"SC",4,1,393.8,57444,57444,12.8,5084127,-6.24,15.4416338913099,10.9585658391805
1984,"M12","December",4.4,"SD",4,1,107.03,19409,44803,14.5,697249,1.4,13.4548978712829,10.7100303804468
1985,"M12","December",4.9,"SD",4,1,112.93,18142,40488,17.3,698402,26.33,13.4565501471919,10.6087609128939
1986,"M12","December",4.3,"SD",4,1,117,19898,43643,17,696034,14.62,13.4531537886981,10.6837981818555
1987,"M12","December",4.1,"SD",4,1,119.15,21151,44849,15.2,696036,2.03,13.4531566621168,10.7110565706943
1988,"M12","December",4,"SD",4,1,117.44,22294,45624,14.2,698165,12.4,13.4562107434937,10.7281891728364
1989,"M12","December",3.9,"SD",4,1,119.13,24108,47270,13.2,696701,27.25,13.4541116163552,10.7636311237873
1990,"M12","December",3.5,"SD",4,1,125.09,24571,45914,13.3,697101,-6.56,13.4546855859879,10.7345253604355
1991,"M12","December",3.3,"SD",4,1,132.97,24639,44425,14,703669,26.31,13.4640633541208,10.7015576530229
1992,"M12","December",3.2,"SD",4,1,142.16,26259,46197,15.1,712801,4.46,13.4769575580558,10.7406701398965
1993,"M12","December",3.3,"SD",4,1,152.27,27737,47597,14.2,722159,7.06,13.4900006152364,10.7705250130233
1994,"M12","December",3.1,"SD",4,1,162.85,29733,49978,14.5,730790,-1.54,13.501881419758,10.8193381875819
1995,"M12","December",3.2,"SD",4,1,170.24,29578,48548,14.5,737925,34.11,13.5115974724021,10.7903082782263
1996,"M12","December",3.1,"SD",4,1,173.95,29526,47206,11.8,742213,20.26,13.5173915429497,10.7622762821388
1997,"M12","December",2.9,"SD",4,1,184.13,29694,46470,16.5,744223,31.01,13.5200960000876,10.746562222079
1998,"M12","December",2.7,"SD",4,1,188.85,32786,50623,10.8,746058,26.67,13.522558624153,10.8321612974556
1999,"M12","December",2.5,"SD",4,1,196.29,35828,54167,7.7,750412,19.53,13.5283776680175,10.899827145911
2000,"M12","December",2.6,"SD",4,1,204.92,36475,53335,10.7,755844,-10.14,13.5355902846624,10.8843480550596
2001,"M12","December",3.5,"SD",4,1,215.23,39671,56403,8.4,757972,-13.04,13.5384017246283,10.9402776275609
2002,"M12","December",3.2,"SD",4,1,225.09,37873,53011,11.5,760020,-23.37,13.5411000277057,10.8782547181691
2003,"M12","December",3.7,"SD",4,1,237.32,39522,54090,12.7,763729,26.38,13.5459682931816,10.8984046048655
2004,"M12","December",3.9,"SD",4,1,250.48,41107,54780,13.5,770396,8.99,13.5546599473446,10.9110804428171
2005,"M12","December",3.5,"SD",4,1,268.23,43151,55620,11.8,775493,3,13.5612542351234,10.926298127788
2006,"M12","December",3.1,"SD",4,1,278.17,45427,56715,10.7,783033,13.62,13.5709301196787,10.9457940049931
2007,"M12","December",2.7,"SD",4,1,287.93,46418,56354,9.4,791623,3.53,13.5818405473668,10.9394085018643
2008,"M12","December",3.9,"SD",4,1,293.35,51600,60328,13.1,799124,-38.49,13.5912714066996,11.0075516198825
2009,"M12","December",5.3,"SD",4,1,290.25,45826,53764,14.1,807067,23.45,13.6011619673498,10.892359377191
2010,"M12","December",5.1,"SD",4,1,292.62,45352,52344,13.6,816463,12.78,13.6127368749954,10.8655925965496
2010,"M12","December",5.1,"SD",4,1,292.62,45352,52344,13.6,816165,12.78,13.6123718193877,10.8655925965496
2011,"M12","December",4.5,"SD",4,1,292.89,47223,52838,14.5,823484,0,13.6212993991457,10.8749859078064
2012,"M12","December",4.1,"SD",4,1,299.87,49415,54144,12.8,833496,13.41,13.6333841821213,10.8994024429659
2013,"M12","December",3.6,"SD",4,1,309.37,53413,57670,13.3,842270,29.6,13.6438559069055,10.9624923866095
2014,"M12","December",3.5,"SD",4,1,320.15,53053,56328,12.8,849088,11.39,13.6519181112766,10.938947026199
2015,"M12","December",3,"SD",4,1,334.32,55065,58364,13.9,853933,-0.73,13.6576080153605,10.9744545403839
2016,"M12","December",3.3,"SD",4,1,349.78,57450,60116,14.5,862890,9.54,13.6680424996009,11.004031308054
2017,"M12","December",3.4,"SD",4,1,368.93,56914,58301,10.7,873286,19.42,13.6800183871271,10.9733745248501
2018,"M12","December",3.2,"SD",4,1,387.16,59463,59463,10.6,882235,-6.24,13.6902137394094,10.9931095493661
1984,"M12","December",7.5,"TN",4,1,119.16,16782,38739,17.4,4686737,1.4,15.3602471626785,10.5646021235148
1985,"M12","December",7.7,"TN",4,1,125.85,17778,39676,18.1,4715296,26.33,15.3663222504461,10.5885017498659
1986,"M12","December",7.1,"TN",4,1,134.61,18256,40042,18.3,4738708,14.62,15.3712750826766,10.5976841822316
1987,"M12","December",5.5,"TN",4,1,142.94,21179,44908,16.9,4782927,2.03,15.3805632601583,10.7123712315787
1988,"M12","December",5.5,"TN",4,1,144.31,20856,42682,18,4822437,12.4,15.3887899599131,10.6615325646739
1989,"M12","December",4.9,"TN",4,1,147.05,22611,44335,18.4,4854444,27.25,15.3954051320373,10.6995297118141
1990,"M12","December",5.9,"TN",4,1,146.49,22592,42216,16.9,4894492,-6.56,15.4036210491946,10.6505545750855
1991,"M12","December",6.4,"TN",4,1,151.28,24453,44089,15.5,4966587,26.31,15.4182434418505,10.6939655972148
1992,"M12","December",6.2,"TN",4,1,155.3,24318,42782,17,5049742,4.46,15.4348477108375,10.6638727323618
1993,"M12","December",4.5,"TN",4,1,161.82,25102,43075,19.6,5137584,7.06,15.4520934880179,10.6706980613961
1994,"M12","December",4.1,"TN",4,1,169.38,28639,48140,14.6,5231438,-1.54,15.4701967504475,10.7818687113371
1995,"M12","December",4.7,"TN",4,1,180.33,29015,47624,15.5,5326936,34.11,15.48828677156,10.7710921148332
1996,"M12","December",5.2,"TN",4,1,188.73,30790,49227,15.9,5416643,20.26,15.5049868088316,10.8041975324433
1997,"M12","December",4.3,"TN",4,1,197.97,30636,47944,14.3,5499233,31.01,15.5201191859326,10.777788942138
1998,"M12","December",3.9,"TN",4,1,207.9,34091,52638,13.4,5570045,26.67,15.5329136908654,10.8711935713564
1999,"M12","December",3.5,"TN",4,1,212.5,36522,55216,11.9,5638706,19.53,15.5451651645264,10.9190080453378
2000,"M12","December",3.6,"TN",4,1,219.76,34096,49856,13.5,5703719,-10.14,15.5566289761882,10.8168941292304
2001,"M12","December",5.6,"TN",4,1,230.46,35783,50875,14.1,5750789,-13.04,15.5648476207514,10.8371269227449
2002,"M12","December",5,"TN",4,1,237.39,37030,51831,14.8,5795918,-23.37,15.5726644346346,10.8557437048429
2003,"M12","December",5.2,"TN",4,1,245.24,37523,51355,14,5847812,26.38,15.5815781321522,10.8465175815999
2004,"M12","December",5.6,"TN",4,1,256.66,38072,50735,15.9,5910809,8.99,15.592293266647,10.8343712867132
2005,"M12","December",5.1,"TN",4,1,275.58,39406,50792,14.9,5991057,3,15.6057784152922,10.8354941408503
2006,"M12","December",4.4,"TN",4,1,294.5,40693,50804,14.9,6088766,13.62,15.6219559918966,10.8357303706242
2007,"M12","December",5.4,"TN",4,1,303.26,41195,50013,14.8,6175727,3.53,15.6361371663419,10.8200382506161
2008,"M12","December",8.1,"TN",4,1,300.03,39702,46417,15,6247411,-38.49,15.6476776958915,10.7454210504242
2009,"M12","December",10.3,"TN",4,1,289.71,40517,47535,16.5,6306019,23.45,15.6570151320861,10.7692215607931
2010,"M12","December",9.2,"TN",4,1,287.53,38591,44541,16.7,6356897,12.78,15.665050923176,10.7041653922881
2010,"M12","December",9.2,"TN",4,1,287.53,38591,44541,16.7,6355301,12.78,15.6647998257641,10.7041653922881
2011,"M12","December",7.8,"TN",4,1,281.04,42279,47306,16.3,6397410,0,15.6714037789218,10.7643924163295
2012,"M12","December",7.7,"TN",4,1,281.07,42995,47110,18.6,6451281,13.41,15.6797892737038,10.7602405716941
2013,"M12","December",6.8,"TN",4,1,286.49,43361,46817,15.5,6493432,29.6,15.686301762467,10.7540016638105
2014,"M12","December",5.9,"TN",4,1,300.54,43716,46415,17.3,6540826,11.39,15.6935740151524,10.745377961834
2015,"M12","December",4.7,"TN",4,1,314.83,47330,50165,14.7,6590808,-0.73,15.7011865089779,10.8230728513597
2016,"M12","December",4.4,"TN",4,1,336.2,51344,53727,14.9,6645011,9.54,15.7093769055081,10.8916709474348
2017,"M12","December",3.3,"TN",4,1,361.05,55306,56654,11.3,6708794,19.42,15.7189297610505,10.9447178729661
2018,"M12","December",3.2,"TN",4,1,386.75,56060,56060,12,6770010,-6.24,15.7280131219922,10.9341778247188
1984,"M12","December",5.8,"TX",4,1,129.26,23024,53148,15.7,16007086,1.4,16.5885420571639,10.8808357537112
1985,"M12","December",6.9,"TX",4,1,127.78,23743,52988,15.9,16272734,26.33,16.6050015044144,10.8778207518042
1986,"M12","December",8.5,"TX",4,1,127.63,24162,52996,17.3,16561113,14.62,16.6225679148078,10.877971717988
1987,"M12","December",7.4,"TX",4,1,115.69,24721,52419,17.6,16621791,2.03,16.6262251033185,10.8670244000071
1988,"M12","December",6.5,"TX",4,1,113.77,24963,51086,18,16667022,12.4,16.628942594497,10.8412657660517
1989,"M12","December",6,"TX",4,1,116.86,25886,50756,17.1,16806735,27.25,16.6372902568946,10.8347851165168
1990,"M12","December",6.3,"TX",4,1,117.16,28228,52747,15.9,17056755,-6.56,16.6520568709155,10.8732621776831
1991,"M12","December",7,"TX",4,1,121.32,27733,50003,17.5,17398005,26.31,16.6718661024389,10.8198382826104
1992,"M12","December",7.2,"TX",4,1,125.51,27953,49177,18.3,17759738,4.46,16.6924445431672,10.8031813135029
1993,"M12","December",6.4,"TX",4,1,129.71,28727,49296,17.4,18161612,7.06,16.7148206937177,10.8055982208364
1994,"M12","December",5.4,"TX",4,1,130.14,30755,51696,19.1,18564062,-1.54,16.7367381191351,10.8531356880643
1995,"M12","December",5.7,"TX",4,1,135.01,32039,52588,17.4,18958751,34.11,16.7577761770938,10.8702432358165
1996,"M12","December",5.2,"TX",4,1,136.92,33072,52875,16.6,19340342,20.26,16.7777037313905,10.8756859163486
1997,"M12","December",4.5,"TX",4,1,141.67,35075,54891,16.7,19740317,31.01,16.7981736506046,10.9131046796327
1998,"M12","December",4.3,"TX",4,1,148.81,35783,55251,15.1,20157531,26.67,16.8190885234293,10.9196417187637
1999,"M12","December",4.2,"TX",4,1,157.53,38688,58491,15.2,20558220,19.53,16.8387714189278,10.9766281752306
2000,"M12","December",3.5,"TX",4,1,166.87,38609,56456,15.5,20944499,-10.14,16.8573865922873,10.9412168526807
2001,"M12","December",5.6,"TX",4,1,177.13,40860,58093,14.9,21319622,-13.04,16.8751384272736,10.9698004536538
2002,"M12","December",6.2,"TX",4,1,183.83,40149,56196,15.6,21690325,-23.37,16.8923768665543,10.9366008589715
2003,"M12","December",5.8,"TX",4,1,187.61,39271,53747,17,22030931,26.38,16.9079579784394,10.8920431304788
2004,"M12","December",5.5,"TX",4,1,194.14,41397,55166,16.5,22394023,8.99,16.9243046508626,10.918102100466
2005,"M12","December",5,"TX",4,1,203.82,41422,53391,16.2,22778123,3,16.9413111157492,10.8853974714181
2006,"M12","December",4.1,"TX",4,1,215.43,43307,54068,16.4,23359580,13.62,16.9665177363106,10.8979977926037
2007,"M12","December",4.2,"TX",4,1,224.3,46053,55911,16.5,23831983,3.53,16.9865390600484,10.9315164197488
2008,"M12","December",5.5,"TX",4,1,225.85,46490,54353,15.9,24309039,-38.49,17.0063588144538,10.9032550888181
2009,"M12","December",8,"TX",4,1,224.11,47475,55699,17.3,24801761,23.45,17.0264252166788,10.9277174724328
2010,"M12","December",7.8,"TX",4,1,223.2,47266,54554,18.4,25257114,12.78,17.0446184165779,10.9069463157956
2010,"M12","December",7.8,"TX",4,1,223.2,47266,54554,18.4,25242679,12.78,17.0440467310507,10.9069463157956
2011,"M12","December",6.9,"TX",4,1,220.88,49047,54879,17.4,25646227,0,17.0599070232449,10.9128860406594
2012,"M12","December",6.2,"TX",4,1,225.92,51926,56896,17,26089620,13.41,17.0770480920394,10.9489803188736
2013,"M12","December",5.4,"TX",4,1,238.32,51406,55503,16.9,26489464,29.6,17.092257626993,10.9241923523277
2014,"M12","December",4.2,"TX",4,1,256.07,53875,57201,16.4,26977142,11.39,17.1105004728141,10.9543266597326
2015,"M12","December",4.2,"TX",4,1,274.97,56473,59856,14.7,27486814,-0.73,17.1292169567352,10.9996969565879
2016,"M12","December",4.5,"TX",4,1,295.5,58146,60844,13.8,27937492,9.54,17.1454801439846,11.0160684904316
2017,"M12","December",3.8,"TX",4,1,317.01,60092,61557,13.2,28322717,19.42,17.1591747614535,11.0277188538219
2018,"M12","December",3.6,"TX",4,1,334.92,59785,59785,13.7,28701845,-6.24,17.1724719643779,10.9985100723537
1984,"M12","December",5.9,"UT",4,1,112.08,23057,53224,11.1,1622342,1.4,14.2993813422331,10.8822647014217
1985,"M12","December",5.4,"UT",4,1,115.32,25238,56325,10.9,1642910,26.33,14.3119796176736,10.9388937653004
1986,"M12","December",6.1,"UT",4,1,117.98,26281,57644,12.6,1662834,14.62,14.3240339335896,10.9620414439583
1987,"M12","December",5.1,"UT",4,1,112.83,26529,56252,10.2,1678119,2.03,14.333184081254,10.9375968749901
1988,"M12","December",4.1,"UT",4,1,112.3,26313,53849,9.8,1689372,12.4,14.3398674202066,10.89393911231
1989,"M12","December",4,"UT",4,1,115.49,30717,60229,8.2,1705864,27.25,14.349582285216,11.0059092428782
1990,"M12","December",3.9,"UT",4,1,118.99,30142,56324,8.2,1731223,-6.56,14.3643386531283,10.9388760110372
1991,"M12","December",4.4,"UT",4,1,127.81,28016,50513,12.9,1779780,26.31,14.3920003191241,10.8299860078777
1992,"M12","December",4.2,"UT",4,1,137.47,34251,60257,9.4,1836799,4.46,14.4235349406821,11.0063740271768
1993,"M12","December",3.1,"UT",4,1,155.65,35786,61409,10.7,1898404,7.06,14.456524091139,11.025311683198
1994,"M12","December",3.4,"UT",4,1,179.76,35716,60035,8,1960446,-1.54,14.4886825563413,11.0026830044648
1995,"M12","December",2.8,"UT",4,1,200.14,36480,59877,8.4,2014177,34.11,14.5157212332054,11.0000477370781
1996,"M12","December",2.8,"UT",4,1,214.45,37038,59216,7.7,2067976,20.26,14.5420809091273,10.9889470546259
1997,"M12","December",2.8,"UT",4,1,227.44,42775,66941,8.9,2119784,31.01,14.5668247546649,11.1115669134049
1998,"M12","December",3.2,"UT",4,1,236.81,44299,68400,9,2165960,26.67,14.5883742391519,11.1331281036106
1999,"M12","December",2.6,"UT",4,1,235.38,46050,69621,5.7,2203482,19.53,14.6055493944085,11.1508215249509
2000,"M12","December",3.2,"UT",4,1,242.42,47550,69529,7.6,2244502,-10.14,14.6239942282708,11.1494992107086
2001,"M12","December",4.8,"UT",4,1,251.15,47342,67309,10.5,2283715,-13.04,14.6413140608864,11.1170492362609
2002,"M12","December",5.4,"UT",4,1,254.68,47861,66991,9.9,2324815,-23.37,14.6591510239453,11.112313560992
2003,"M12","December",4.9,"UT",4,1,257.15,49275,67439,9.1,2360137,26.38,14.6742302261644,11.1189787645705
2004,"M12","December",4.1,"UT",4,1,270.5,50871,67791,10.1,2401580,8.99,14.6916374120452,11.1241847217545
2005,"M12","December",3.3,"UT",4,1,304.59,54813,70651,9.2,2457719,3,14.7147442419872,11.1655075422942
2006,"M12","December",2.1,"UT",4,1,355.84,54628,68202,9.3,2525507,13.62,14.7419523926148,11.1302291689148
2007,"M12","December",2.6,"UT",4,1,383.05,53529,64987,9.6,2597746,3.53,14.7701547039197,11.0819425288751
2008,"M12","December",5.1,"UT",4,1,363.54,62537,73115,7.6,2663029,-38.49,14.7949747547105,11.199788823046
2009,"M12","December",7.6,"UT",4,1,328.17,58491,68623,9.7,2723421,23.45,14.8173993685924,11.1363830344891
2010,"M12","December",7.3,"UT",4,1,319.39,56701,65443,10,2776469,12.78,14.8366905344655,11.0889348137466
2010,"M12","December",7.3,"UT",4,1,319.39,56701,65443,10,2775334,12.78,14.8362816582803,11.0889348137466
2011,"M12","December",5.6,"UT",4,1,305.24,55493,62092,11,2814216,0,14.8501942727725,11.0363724351463
2012,"M12","December",4.8,"UT",4,1,314.41,58341,63924,11,2853467,13.41,14.864045304147,11.065450156705
2013,"M12","December",3.8,"UT",4,1,338.67,61047,65913,12.2,2897927,29.6,14.8795062117594,11.0960909696245
2014,"M12","December",3.3,"UT",4,1,354.93,63383,67296,10.2,2937399,11.39,14.8930350538647,11.1168560785024
2015,"M12","December",3.3,"UT",4,1,376.88,66258,70227,9.3,2982497,-0.73,14.9082714270861,11.159488131453
2016,"M12","December",3.1,"UT",4,1,404.98,67481,70613,8.6,3042613,9.54,14.9282272436636,11.1649695425077
