"year","period","periodName","value","state","quarter","annual","HPI","MHI","RMHI","poverty"
1994,"M12","December","7.5","WV",4,"1","125.11","23,564","39,609",18.6
1995,"M12","December","7.5","WV",4,"1","132.4","24,880","40,837",16.7
1996,"M12","December","7.1","WV",4,"1","135.38","25,247","40,365",18.5
1997,"M12","December","6.5","WV",4,"1","141.31","27,488","43,018",16.4
1998,"M12","December","6.0","WV",4,"1","147.89","26,704","41,232",17.8
1999,"M12","December","5.6","WV",4,"1","147.59","29,297","44,293",15.7
2000,"M12","December","5.1","WV",4,"1","152.78","29,411","43,006",14.7
2001,"M12","December","4.8","WV",4,"1","161.05","29,673","42,188",16.4
2002,"M12","December","5.7","WV",4,"1","167.48","29,359","41,094",16.8
2003,"M12","December","5.2","WV",4,"1","173.46","32,763","44,840",17.4
2004,"M12","December","4.7","WV",4,"1","186.29","33,373","44,473",14.2
2005,"M12","December","4.3","WV",4,"1","205.96","36,445","46,976",15.4
2006,"M12","December","4.2","WV",4,"1","213.4","38,419","47,965",15.3
2007,"M12","December","4.3","WV",4,"1","216.6","42,091","51,101",14.8
2008,"M12","December","4.7","WV",4,"1","210.95","37,994","44,420",14.5
2009,"M12","December","8.1","WV",4,"1","206.57","40,490","47,504",15.8
2010,"M12","December","8.6","WV",4,"1","209.12","42,777","49,372",16.8
2011,"M12","December","7.3","WV",4,"1","206.03","41,821","46,794",17.5
2012,"M12","December","7.3","WV",4,"1","206.53","43,553","47,721",16.7
2013,"M12","December","6.4","WV",4,"1","210.63","43,069","46,502",19.8
2014,"M12","December","6.1","WV",4,"1","214.68","39,552","41,993",20.6
2015,"M12","December","6.0","WV",4,"1","219.37","42,824","45,389",14.5
2016,"M12","December","5.1","WV",4,"1","224.61","44,354","46,412",18
2017,"M12","December","5.1","WV",4,"1","229.14","46,957","48,102",17.1
2017,"M12","December","5.1","WV",4,"1","229.14","46,957","48,102",17.3
2018,"M12","December","4.7","WV",4,"1","230.86","50,573","50,573",15.9
1984,"M12","December","6.4","WY",4,"1","96.1","23,816","54,976",10.9
1985,"M12","December","7.5","WY",4,"1","94.35","22,081","49,279",12
1986,"M12","December","9.4","WY",4,"1","90.91","23,559","51,673",14.6
1987,"M12","December","7.1","WY",4,"1","79.25","27,590","58,502",10.8
1988,"M12","December","6.7","WY",4,"1","81.49","26,419","54,066",9.6
1989,"M12","December","6.0","WY",4,"1","83.94","29,521","57,884",10.9
1990,"M12","December","5.4","WY",4,"1","90.01","29,460","55,050",11
1991,"M12","December","5.9","WY",4,"1","95.9","29,050","52,378",9.9
1992,"M12","December","5.5","WY",4,"1","102.44","30,209","53,146",10.3
1993,"M12","December","5.4","WY",4,"1","111.18","29,442","50,523",13.3
1994,"M12","December","4.7","WY",4,"1","121.98","33,140","55,705",9.3
1995,"M12","December","4.8","WY",4,"1","130.92","31,529","51,751",12.2
1996,"M12","December","5.1","WY",4,"1","134.42","30,953","49,487",11.9
1997,"M12","December","4.7","WY",4,"1","140.26","33,423","52,306",13.5
1998,"M12","December","4.8","WY",4,"1","143.22","35,250","54,428",10.6
1999,"M12","December","4.3","WY",4,"1","147.87","37,248","56,314",11.6
2000,"M12","December","3.9","WY",4,"1","156.35","39,629","57,947",10.8
2001,"M12","December","3.9","WY",4,"1","164.96","39,719","56,471",8.7
2002,"M12","December","4.5","WY",4,"1","175.3","39,763","55,656",9
2003,"M12","December","4.2","WY",4,"1","187.13","42,555","58,241",9.8
2004,"M12","December","3.7","WY",4,"1","207.18","45,397","60,497",10
2005,"M12","December","3.5","WY",4,"1","232.39","44,718","57,639",10.6
2006,"M12","December","2.9","WY",4,"1","260.65","47,041","58,730",10
2007,"M12","December","2.5","WY",4,"1","279.03","48,744","59,178",10.9
2008,"M12","December","3.7","WY",4,"1","279.73","53,337","62,359",10.1
2009,"M12","December","7.5","WY",4,"1","270.06","52,470","61,559",9.2
2010,"M12","December","6.2","WY",4,"1","267.19","52,201","60,249",9.6
2011,"M12","December","5.7","WY",4,"1","264.15","54,509","60,991",10.7
2012,"M12","December","5.2","WY",4,"1","269.57","57,512","63,016",9.6
2013,"M12","December","4.6","WY",4,"1","274.77","67,441","72,817",11.4
2014,"M12","December","3.8","WY",4,"1","285.32","55,690","59,128",9.7
2015,"M12","December","4.8","WY",4,"1","294.43","60,925","64,575",9.8
2016,"M12","December","5.1","WY",4,"1","300.76","57,829","60,513",10.9
2017,"M12","December","4.0","WY",4,"1","307.21","59,536","60,987",13
2017,"M12","December","4.0","WY",4,"1","307.21","59,536","60,987",12.4
2018,"M12","December","3.7","WY",4,"1","318.11","62,539","62,539",9.5
